TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,gender,OnlineBackup,InternetService,PaperlessBilling
4448.8,70.8,63,1,1,2,2,1,2,0,0
255.25,29.5,10,0,3,0,0,1,0,0,0
146.9,70.75,2,0,2,2,0,0,0,0,1
1011.05,59.1,18,0,1,2,0,1,0,0,1
1714.95,25.55,64,2,3,1,1,0,1,2,0
762.5,84.45,9,0,2,0,0,0,0,1,1
535.35,20.25,28,0,3,1,1,0,1,2,0
75.55,75.55,1,0,2,0,0,0,0,1,0
338.9,85.65,4,0,2,0,0,1,0,1,1
2497.35,70.15,38,1,1,0,2,1,2,0,1
6273.4,95.3,66,1,2,0,0,1,2,1,0
70.25,70.25,1,0,2,0,0,0,0,1,1
908.75,50.3,18,0,3,0,2,0,0,0,1
4913.3,97.8,51,0,2,0,0,1,0,1,1
46.3,46.3,1,0,3,0,0,1,0,0,0
212.3,19.35,12,2,0,1,1,1,1,2,0
4443.45,106.3,41,0,2,0,0,0,2,1,1
316.2,25.0,12,0,2,1,1,1,1,2,0
1079.05,20.3,55,2,3,1,1,0,1,2,0
564.65,75.35,7,0,2,0,0,0,0,1,1
1095.65,89.4,12,0,2,0,2,0,0,1,1
6161.9,88.0,68,2,1,2,2,0,2,0,0
446.05,83.15,5,0,1,0,0,0,0,1,1
2106.05,43.8,49,0,3,0,0,0,0,0,0
2511.55,62.05,40,1,1,2,0,1,2,0,0
318.6,20.1,16,1,0,1,1,0,1,2,0
811.8,74.15,10,0,3,0,0,1,0,1,1
7323.15,101.35,72,1,2,0,0,0,2,1,1
186.05,84.05,2,0,2,0,0,0,0,1,1
454.0,20.9,23,2,3,1,1,1,1,2,0
7521.95,105.9,71,1,2,0,0,0,2,1,1
1056.95,99.5,11,0,2,0,0,0,0,1,1
44.15,44.15,1,0,3,0,0,1,0,0,1
834.15,53.9,16,0,3,0,2,0,2,0,1
85.45,85.45,1,0,3,0,0,0,0,1,1
999.8,85.05,12,0,1,0,0,1,2,1,1
2369.7,44.1,54,1,0,2,2,0,0,0,0
6297.65,90.2,68,2,1,0,2,0,2,1,0
239.55,50.85,4,0,3,0,0,0,0,0,0
59.2,59.2,1,0,2,0,0,0,0,0,0
1461.45,53.45,27,0,3,2,2,1,0,0,0
416.4,19.95,21,0,3,1,1,1,1,2,1
1060.6,83.2,13,0,2,0,0,1,0,1,1
4869.35,74.65,64,0,1,0,2,0,2,0,0
54.9,54.9,1,0,2,2,0,0,2,0,1
3265.95,57.5,57,2,0,0,2,1,2,0,1
2254.2,103.9,21,0,2,2,0,0,0,1,1
358.15,19.65,19,2,3,1,1,1,1,2,0
2939.8,93.8,31,1,2,0,0,1,0,1,1
4652.4,89.25,52,2,3,2,2,1,2,0,1
4408.45,94.15,46,1,2,0,0,0,2,1,1
580.8,55.6,11,0,2,2,0,0,0,0,1
2495.2,48.7,53,0,0,2,0,0,2,0,1
180.3,19.25,11,0,3,1,1,0,1,2,1
5913.95,104.9,57,0,0,0,2,1,2,1,1
158.4,75.45,2,0,3,0,0,0,0,1,1
104.2,54.85,2,0,3,2,0,0,2,0,0
1389.35,19.9,71,2,0,1,1,0,1,2,0
19.4,19.4,1,0,3,1,1,0,1,2,1
1629.2,25.05,68,2,1,1,1,1,1,2,0
6033.1,84.45,72,2,3,2,2,1,2,0,0
44.4,19.3,2,0,3,1,1,0,1,2,0
95.1,95.1,1,0,2,0,0,1,0,1,1
3320.75,79.85,41,1,0,2,2,0,0,0,1
1867.7,25.55,72,2,1,1,1,1,1,2,0
438.0,75.5,6,0,2,0,0,1,0,1,1
325.45,73.75,4,0,2,0,0,0,0,1,1
1148.1,96.05,12,0,2,0,0,1,0,1,1
3972.25,68.4,58,1,2,2,2,0,0,0,1
155.9,20.65,7,0,3,1,1,0,1,2,0
3673.15,55.15,65,0,3,2,0,0,0,0,1
70.6,70.6,1,0,3,0,0,1,0,1,1
1126.75,19.95,56,1,1,1,1,1,1,2,0
73.45,19.0,4,0,3,1,1,1,1,2,0
2413.05,44.1,58,1,3,0,0,0,0,0,1
6912.7,107.6,62,2,0,0,2,1,0,1,1
1581.95,61.55,26,1,2,2,0,1,2,0,0
5586.45,90.7,62,0,0,2,0,1,2,1,0
5846.65,99.25,58,1,1,2,0,0,2,1,0
6424.7,91.7,68,2,2,2,2,0,2,0,1
6018.65,100.7,61,1,1,2,0,0,2,1,1
3373.4,78.45,42,2,1,0,2,0,0,0,1
1537.9,84.3,18,0,0,0,0,1,0,1,0
1080.55,19.55,56,2,0,1,1,0,1,2,1
355.2,88.95,4,0,2,0,0,0,2,1,1
82.85,20.45,4,0,1,1,1,0,1,2,0
2016.45,55.6,35,1,1,2,0,0,2,0,0
5327.25,86.8,64,0,0,2,2,0,0,1,1
683.25,20.95,31,1,3,1,1,0,1,2,0
1263.05,20.05,67,2,0,1,1,0,1,2,1
151.3,50.7,4,0,1,0,0,0,2,0,0
7714.65,113.65,70,2,2,2,2,0,2,1,1
188.7,53.4,3,0,1,0,0,1,0,0,0
5549.4,101.9,53,0,2,0,0,1,2,1,1
130.5,59.5,2,2,3,2,2,1,2,0,0
2621.75,87.8,29,0,1,0,0,0,0,1,1
1875.25,41.9,47,2,3,2,2,0,0,0,0
5685.8,83.0,68,1,2,0,0,0,0,1,1
837.5,69.85,12,0,3,2,0,1,0,0,1
401.5,56.3,8,0,0,0,2,0,2,0,0
6118.95,109.55,54,0,2,2,0,1,2,1,0
6480.9,92.15,69,2,3,0,2,1,2,1,1
1800.05,69.5,26,0,0,2,0,0,2,0,1
7104.2,97.0,72,2,0,2,2,0,2,1,1
4214.25,58.35,70,2,0,2,2,0,0,0,1
50.6,50.6,1,0,3,2,0,1,0,0,0
863.1,89.5,10,0,2,0,0,1,0,1,1
1992.2,70.4,28,1,0,0,0,0,0,1,1
69.8,69.8,1,0,2,0,0,1,0,1,1
1948.35,94.3,21,0,2,0,0,0,0,1,1
4750.95,93.8,51,0,0,2,0,1,0,1,1
1007.9,19.55,53,1,0,1,1,0,1,2,0
5036.9,95.95,53,1,2,2,0,1,2,1,0
2391.8,101.05,24,0,2,0,0,1,0,1,1
6859.05,94.8,70,2,1,2,2,0,2,0,1
6521.9,107.75,61,1,2,2,0,1,2,1,1
617.85,54.6,11,1,3,2,2,0,0,0,1
157.75,71.3,2,0,1,0,0,1,0,1,1
516.3,19.5,25,1,0,1,1,1,1,2,1
2364.0,56.3,41,1,1,0,0,0,2,0,1
1687.95,94.7,18,0,2,0,0,1,0,1,1
7689.95,104.15,72,2,0,0,0,1,2,1,1
6239.05,90.55,71,2,1,2,2,0,2,0,1
2042.05,60.8,34,1,3,2,0,0,2,0,1
2807.1,98.8,29,0,1,0,2,1,0,1,1
4116.8,98.15,40,1,1,2,2,1,2,1,1
1317.95,35.35,36,1,3,2,0,1,0,0,0
4594.65,103.15,46,1,2,0,2,0,2,1,1
6332.75,107.75,58,1,2,2,0,0,2,1,1
3213.75,81.4,39,1,1,0,0,1,2,1,0
229.55,61.45,4,0,1,0,2,1,0,0,0
4976.15,95.7,52,1,1,0,0,0,2,1,1
7308.95,104.8,70,1,2,0,0,1,2,1,1
4555.2,70.95,65,1,0,0,0,1,0,1,1
44.95,44.95,1,0,3,0,0,1,0,0,1
6982.5,97.65,70,1,2,0,0,0,0,1,1
1025.15,35.65,29,0,3,0,0,0,2,0,1
90.55,90.55,1,0,2,0,0,1,0,1,1
5714.2,85.25,67,2,3,2,2,0,0,0,1
19.5,19.5,1,0,3,1,1,0,1,2,1
2274.35,88.8,26,0,0,0,0,0,0,1,1
789.55,25.1,30,2,3,1,1,0,1,2,1
4834.0,100.05,48,0,1,0,2,0,0,1,1
3131.8,55.7,55,0,2,2,0,0,2,0,0
602.55,85.2,7,0,3,0,0,1,0,1,1
3369.25,91.15,37,0,2,2,0,1,0,1,1
2674.15,83.85,31,0,0,0,0,0,2,1,1
199.75,45.9,4,0,2,0,0,1,0,0,1
1790.8,25.1,72,2,1,1,1,1,1,2,1
449.75,91.4,5,0,2,0,0,1,0,1,1
19.7,19.7,1,0,3,1,1,1,1,2,0
1400.3,91.5,15,0,2,0,0,0,0,1,1
411.6,51.3,8,0,1,2,0,1,0,0,1
741.0,21.1,35,1,3,1,1,0,1,2,0
5841.35,104.75,56,0,2,0,0,0,2,1,0
4512.7,106.15,42,0,0,0,2,1,0,1,1
5688.45,85.75,65,0,2,2,0,1,2,1,1
31.9,20.3,2,1,3,1,1,0,1,2,0
6674.65,100.75,65,1,2,2,0,1,0,1,1
1345.75,74.15,18,0,2,0,0,0,0,1,1
1843.05,78.55,23,1,2,2,0,0,0,0,1
196.95,45.3,4,0,3,0,0,0,0,0,1
1433.8,19.85,70,2,1,1,1,1,1,2,0
214.55,50.7,4,0,2,0,0,0,0,0,0
865.85,45.0,19,0,0,0,0,1,0,0,1
1358.6,77.8,18,0,2,0,0,0,2,1,0
3147.15,83.45,38,0,2,2,0,0,0,1,1
131.05,73.25,2,0,1,0,0,1,0,1,1
4535.85,94.8,47,1,0,2,0,1,2,1,0
1078.75,20.1,52,2,0,1,1,0,1,2,0
542.4,59.9,9,0,3,0,0,1,0,0,0
2312.55,90.1,26,1,1,2,2,0,2,0,1
415.05,51.05,8,0,2,0,0,1,0,0,1
3250.45,70.95,44,1,2,0,2,1,2,0,1
98.5,29.2,3,0,3,0,0,0,2,0,0
87.9,46.6,2,0,0,0,0,1,0,0,1
754.65,85.35,9,0,0,0,0,0,0,1,1
75.35,75.35,1,0,2,0,0,1,0,1,1
1952.25,74.3,25,0,0,2,0,1,0,1,0
153.8,69.3,2,0,2,0,0,0,0,1,1
3198.6,75.2,43,0,2,2,0,1,0,1,1
20.9,20.9,1,0,3,1,1,0,1,2,0
5610.15,94.3,58,1,2,0,0,0,2,1,1
4519.5,76.45,59,2,3,2,2,0,0,0,1
2440.25,54.0,44,1,2,2,0,1,0,0,1
6860.6,104.25,66,1,2,0,2,1,2,1,1
1377.7,19.95,68,2,0,1,1,1,1,2,0
190.25,24.95,9,0,2,0,0,1,0,0,1
1651.95,84.75,19,0,2,2,0,1,0,1,1
78.3,19.75,4,0,3,1,1,1,1,2,0
7939.25,113.65,70,2,0,2,2,0,2,1,1
44.9,44.9,1,0,3,0,0,1,0,0,1
576.7,75.25,8,0,2,0,0,0,0,1,1
1279.0,24.6,53,2,3,1,1,1,1,2,0
1260.7,25.0,51,1,0,1,1,1,1,2,0
267.35,20.95,11,0,0,1,1,1,1,2,0
6586.85,110.6,60,2,2,2,2,1,0,1,1
934.15,55.5,17,0,1,2,0,1,2,0,1
123.65,43.3,3,0,2,0,0,1,0,0,1
7534.65,109.5,70,1,0,2,2,1,2,1,1
19.45,19.45,1,0,3,1,1,1,1,2,0
3645.6,84.85,43,0,2,0,0,1,0,1,1
314.45,19.6,16,0,3,1,1,0,1,2,0
3053.0,53.45,57,1,2,2,0,0,2,0,0
677.05,19.8,37,1,1,1,1,1,1,2,0
7965.95,112.1,72,2,1,2,2,0,2,1,0
906.85,84.8,11,0,1,0,0,0,0,1,1
4888.7,95.05,50,0,2,0,0,0,2,1,1
237.25,50.35,5,0,2,0,0,1,0,0,0
74.6,74.6,1,0,0,0,0,1,0,1,1
342.4,19.7,16,0,3,1,1,1,1,2,1
140.1,74.2,2,0,2,0,0,1,0,1,1
1108.0,69.0,17,0,3,0,2,0,0,0,1
295.55,19.35,16,1,1,1,1,0,1,2,0
892.65,59.45,15,0,2,0,0,0,0,0,1
198.25,19.8,10,1,3,1,1,0,1,2,1
4822.85,105.2,46,1,0,2,2,0,2,1,1
6741.15,109.2,64,2,1,0,2,1,2,1,1
79.15,79.15,1,0,3,0,0,0,2,1,1
1355.45,53.65,25,1,3,0,0,1,2,0,0
7209.0,100.2,71,2,1,2,2,1,2,1,0
438.4,45.15,8,0,3,0,0,1,0,0,1
7726.35,108.65,72,2,0,2,2,0,2,1,1
2070.75,40.65,49,0,0,2,0,0,0,0,0
1636.95,55.35,29,1,1,2,2,1,2,0,1
7581.5,105.6,72,2,0,2,2,1,2,1,0
3019.5,93.8,31,0,2,0,0,1,2,1,0
4729.75,95.7,50,0,2,0,0,0,0,1,1
6126.1,83.2,71,2,2,2,2,1,0,0,0
6333.4,90.05,70,2,1,2,2,1,2,0,0
6687.85,97.65,71,1,1,2,2,1,0,1,0
4158.25,68.05,61,2,0,2,2,1,2,0,1
3183.4,96.2,32,0,2,0,2,1,0,1,1
79.6,79.6,1,0,2,0,0,0,0,1,1
7149.35,102.1,68,2,0,2,0,1,2,1,1
1429.65,23.4,62,2,0,1,1,1,1,2,0
472.65,71.05,7,0,2,0,0,0,0,1,1
1734.5,85.25,20,0,2,0,0,1,0,1,1
113.5,19.45,6,1,3,1,1,1,1,2,0
1884.65,59.45,33,0,0,2,0,0,2,0,1
2568.15,92.2,28,1,0,0,0,1,0,1,0
470.0,19.85,27,2,1,1,1,1,1,2,0
278.4,43.9,7,0,3,0,0,1,0,0,0
2088.8,80.5,26,0,2,0,2,1,0,1,1
502.6,89.8,5,0,2,0,0,1,2,1,1
2595.85,90.5,30,0,1,2,0,1,0,1,1
5825.5,90.45,63,1,1,0,0,1,2,1,0
50.75,50.75,1,0,2,0,0,1,2,0,1
4449.75,84.6,53,1,2,0,2,0,2,0,1
1208.35,89.65,14,0,1,0,2,0,2,1,1
1956.4,99.15,21,0,0,0,2,0,2,1,1
310.6,19.95,17,1,3,1,1,1,1,2,0
290.55,20.5,16,2,3,1,1,1,1,2,0
2096.1,62.1,35,0,2,0,0,0,0,0,1
2665.0,79.5,32,0,2,0,0,0,0,1,1
543.8,19.55,28,0,0,1,1,0,1,2,1
20.35,20.35,1,0,3,1,1,0,1,2,1
3005.8,51.7,59,0,2,0,2,1,0,0,1
1623.15,23.3,72,1,0,1,1,0,1,2,1
2498.4,65.4,36,1,3,0,2,1,2,0,1
2586.0,65.1,40,0,3,2,0,0,2,0,0
3292.3,81.2,40,0,2,0,0,1,0,1,1
651.4,72.9,9,0,3,0,2,0,0,0,1
4674.55,74.5,63,2,1,2,2,1,2,0,0
232.35,80.5,3,0,2,0,0,0,0,1,1
2448.5,60.3,40,1,3,0,2,1,2,0,0
658.1,75.0,8,0,3,2,0,1,0,1,1
3128.8,90.15,34,1,3,2,2,1,0,1,0
223.45,40.0,5,0,3,2,2,1,0,0,0
919.4,99.45,9,0,1,0,0,1,2,1,1
653.95,69.05,9,0,1,0,0,1,2,0,1
1825.5,59.7,31,0,0,0,0,1,0,0,0
943.1,19.85,50,1,0,1,1,0,1,2,1
181.65,86.25,2,0,2,2,2,0,2,1,1
45.65,45.65,1,0,2,0,0,0,0,0,1
551.35,70.1,8,0,3,0,0,1,0,1,1
359.4,40.75,9,0,2,0,0,0,2,0,0
115.95,70.2,2,0,0,0,0,0,0,1,1
165.2,55.35,3,0,2,2,0,0,2,0,0
2338.35,95.7,25,0,1,0,2,1,0,1,1
46.3,46.3,1,0,2,0,0,1,0,0,0
3541.1,81.3,45,0,3,2,2,0,2,0,0
4146.05,84.2,51,0,2,0,0,1,2,1,1
1087.25,20.0,55,0,1,1,1,0,1,2,0
2522.4,66.15,38,0,0,2,0,0,2,0,1
81.0,45.85,2,0,3,0,0,1,0,0,0
717.3,19.6,38,0,2,1,1,1,1,2,0
1734.2,49.8,34,0,2,0,0,1,2,0,1
7069.3,101.75,70,1,2,0,0,0,0,1,1
742.9,55.15,13,1,3,2,2,0,0,0,0
3017.65,75.25,39,0,2,0,0,1,0,1,0
6423.0,103.95,61,1,2,0,0,0,2,1,1
1164.3,100.15,12,0,0,0,0,0,0,1,1
4220.35,99.65,41,2,1,0,2,1,2,1,1
1558.7,73.7,21,0,2,0,0,1,0,1,1
2743.45,50.05,55,1,0,0,0,1,0,0,1
4055.5,60.25,69,2,0,2,2,1,0,0,0
2710.25,105.75,26,0,2,0,0,1,2,1,0
6055.55,87.3,69,1,1,2,0,0,2,1,0
810.7,48.35,18,0,2,0,0,0,0,0,1
2538.2,54.25,47,0,2,0,0,1,2,0,0
6129.2,85.3,72,2,0,2,2,0,2,0,0
1750.85,50.0,33,0,2,0,2,1,2,0,1
36.55,24.4,2,0,3,0,0,0,0,0,1
6652.45,90.95,72,2,1,2,2,0,2,0,0
2575.45,72.25,37,0,0,0,0,1,0,1,1
6019.35,96.1,62,0,1,0,0,0,2,1,1
1379.6,19.85,71,2,1,1,1,0,1,2,0
1284.2,55.3,23,0,0,0,2,1,2,0,1
296.15,20.1,16,1,3,1,1,0,1,2,0
653.25,69.5,9,0,3,2,2,1,0,0,1
412.6,25.15,17,2,3,1,1,1,1,2,1
85.5,20.95,4,0,0,1,1,0,1,2,0
49.55,49.55,1,0,2,2,0,0,0,0,1
1928.7,79.65,24,0,3,0,0,0,0,1,1
71.25,71.25,1,0,2,0,0,0,0,1,1
7845.8,113.8,72,2,0,2,2,1,2,1,0
1750.7,24.55,72,2,2,1,1,0,1,2,0
216.2,19.7,11,0,1,1,1,0,1,2,0
178.5,20.25,9,0,3,1,1,1,1,2,0
115.1,50.15,2,0,1,0,0,0,2,0,0
6029.0,100.5,60,1,1,0,0,0,0,1,1
2745.2,95.9,29,0,2,0,0,1,2,1,1
3721.9,74.45,49,2,0,0,2,0,0,0,1
3121.1,104.1,30,0,2,0,0,0,2,1,1
990.45,19.05,53,1,1,1,1,0,1,2,0
1004.35,25.0,39,2,3,1,1,1,1,2,0
157.65,19.05,9,0,3,1,1,0,1,2,0
3219.75,81.9,39,1,2,0,2,1,0,1,0
572.85,69.7,8,0,2,0,0,1,0,1,1
4554.85,90.15,51,1,2,0,0,0,0,1,1
1847.55,25.35,71,2,1,1,1,1,1,2,0
1766.75,24.65,71,2,3,1,1,1,1,2,1
1462.05,19.55,70,2,1,1,1,0,1,2,1
25.25,25.25,1,0,2,0,0,0,0,0,0
2193.2,60.0,38,2,0,2,2,1,2,0,1
2433.5,89.9,28,0,1,0,0,0,2,1,0
641.15,19.4,32,0,0,1,1,0,1,2,0
2398.4,49.8,49,2,3,0,0,1,2,0,0
861.85,24.1,37,2,0,1,1,0,1,2,1
583.0,54.25,10,0,2,0,2,0,0,0,0
7332.4,109.9,67,1,1,2,0,1,2,1,0
249.55,35.5,7,1,1,0,2,1,0,0,1
4475.9,87.55,51,1,1,0,0,0,0,1,0
416.45,45.15,9,0,2,0,0,0,0,0,0
788.6,88.4,9,0,3,0,0,0,0,1,1
202.3,50.8,4,0,3,0,2,1,0,0,1
6994.6,99.0,71,2,2,2,0,1,2,1,1
4116.15,84.4,50,0,0,0,0,0,0,1,1
2263.45,96.55,24,2,2,0,0,0,0,1,1
1374.35,59.75,22,1,0,2,0,1,0,0,1
4915.15,111.5,44,0,2,2,0,1,2,1,1
838.5,24.25,33,0,0,1,1,0,1,2,0
75.1,75.1,1,0,2,0,0,0,0,1,1
3715.65,70.15,54,1,1,0,0,0,0,0,1
4273.45,101.75,42,0,2,0,0,1,2,1,1
45.8,45.8,1,0,2,0,0,0,0,0,0
20.5,20.5,1,0,3,1,1,0,1,2,0
2044.75,70.4,30,1,2,2,2,1,2,0,0
30.55,30.55,1,0,3,0,2,0,0,0,0
1398.25,84.9,16,0,2,2,2,1,2,0,0
20.1,20.1,1,0,3,1,1,1,1,2,1
328.95,40.65,9,0,3,0,2,1,0,0,0
4680.05,101.0,46,0,2,0,0,1,0,1,1
69.1,69.1,1,0,2,0,0,1,0,1,1
3778.2,54.5,71,2,0,2,2,1,0,0,0
3161.4,75.35,43,0,1,0,0,1,0,1,1
2188.45,44.45,50,1,0,2,2,1,0,0,1
999.45,75.0,13,0,3,0,0,0,0,1,1
1888.65,100.0,19,1,0,0,2,1,2,1,0
3990.6,98.05,41,0,0,0,0,0,0,1,0
71.15,71.15,1,0,2,0,0,0,0,1,1
1240.25,54.15,24,0,1,0,0,0,2,0,1
2635.0,63.9,40,1,0,0,0,0,2,0,0
235.0,69.15,3,0,0,0,0,0,2,0,1
2347.85,64.65,37,1,0,2,0,0,0,0,0
7156.2,108.75,67,2,1,2,2,0,0,1,1
3089.6,98.85,32,0,2,0,0,0,2,1,1
270.8,49.15,6,0,2,0,2,0,0,0,1
2901.8,89.6,32,0,2,2,0,0,0,1,0
4949.1,83.25,59,0,2,0,0,0,2,1,1
2198.9,70.25,30,1,0,0,2,0,2,0,0
374.5,19.4,20,0,2,1,1,1,1,2,1
761.95,24.5,27,2,2,1,1,0,1,2,0
1520.9,79.15,20,0,2,2,0,0,0,1,1
190.25,20.1,9,1,3,1,1,1,1,2,0
5163.0,73.0,68,1,1,2,0,0,2,0,1
4059.85,61.4,69,2,1,2,2,0,0,0,0
2281.6,84.3,26,0,3,0,2,1,0,1,1
1356.7,19.9,69,2,0,1,1,1,1,2,0
231.45,20.4,11,2,3,1,1,1,1,2,0
50.75,50.75,1,0,3,0,0,1,0,0,0
242.4,20.45,10,1,3,1,1,1,1,2,0
4264.25,75.75,55,1,0,2,2,0,2,0,1
2774.55,65.4,44,1,2,2,2,1,0,0,0
3605.2,80.4,46,0,2,0,0,1,0,1,1
4069.9,59.75,69,2,0,2,0,1,2,0,1
874.2,78.5,11,0,2,0,0,1,0,1,1
1145.35,102.0,11,0,2,0,0,0,2,1,1
1323.7,48.95,29,0,0,0,0,1,0,0,0
5497.05,99.65,57,0,2,2,0,0,0,1,1
534.7,18.25,28,1,1,1,1,1,1,2,0
2455.05,54.55,42,0,1,2,0,0,0,0,0
38.7,20.65,2,0,3,1,1,0,1,2,0
947.4,40.65,23,1,0,2,2,1,2,0,0
357.0,20.45,18,0,3,1,1,0,1,2,0
1476.25,24.8,62,1,0,1,1,1,1,2,0
70.8,70.8,1,0,3,0,0,0,0,1,1
1448.6,89.05,16,0,1,0,2,1,0,1,1
291.9,96.6,3,0,2,0,0,0,0,1,1
5903.15,88.8,67,1,0,2,2,1,2,0,1
1201.65,20.05,62,2,1,1,1,1,1,2,1
5921.35,104.5,57,0,1,0,0,0,2,1,1
146.65,69.8,2,0,2,0,0,1,0,1,1
1759.4,77.15,23,2,0,2,2,0,0,0,1
844.45,35.05,25,2,0,2,2,0,0,0,0
7774.05,108.1,72,2,0,0,2,0,2,1,1
134.05,84.05,2,0,2,0,0,0,0,1,1
140.95,20.2,8,1,0,1,1,0,1,2,1
249.95,50.6,5,0,3,0,0,0,0,0,1
1701.65,49.2,35,0,2,0,0,1,0,0,0
592.65,24.6,24,1,2,1,1,1,1,2,0
135.75,71.65,2,0,2,0,0,0,0,1,1
7732.65,104.9,72,2,1,2,2,1,2,1,1
4282.4,106.5,41,0,2,2,2,0,2,1,1
219.65,49.35,4,0,2,2,0,1,0,0,0
2018.1,75.5,26,1,0,0,0,1,2,1,0
669.0,94.25,7,0,2,0,0,1,2,1,1
68.95,68.95,1,0,2,0,0,0,0,1,1
224.85,58.5,4,0,3,0,2,0,2,0,1
3771.5,78.9,48,2,1,0,2,1,2,0,0
196.75,93.85,2,0,2,0,0,1,0,1,1
943.85,79.2,12,1,2,2,2,0,0,0,1
6572.85,109.45,60,0,0,2,2,1,0,1,1
3175.85,59.2,55,2,2,2,2,1,0,0,1
29.15,29.15,1,0,3,0,2,1,0,0,0
20.05,20.05,1,0,3,1,1,1,1,2,0
318.9,76.05,4,0,2,0,0,1,0,1,1
24.45,24.45,1,0,3,0,0,1,0,0,1
2762.75,66.5,42,2,1,0,2,0,0,0,0
49.55,49.55,1,0,0,2,0,0,0,0,0
631.85,89.35,7,0,1,0,0,1,0,1,1
232.5,73.6,3,0,1,0,0,1,0,1,1
5919.35,82.65,72,2,1,2,0,0,2,0,1
749.25,49.0,15,0,2,0,0,1,0,0,1
307.4,80.35,4,0,2,0,0,1,0,1,1
245.15,25.2,11,1,2,1,1,0,1,2,0
134.75,25.45,5,0,3,1,1,0,1,2,0
55.8,55.8,1,0,2,2,0,0,0,0,1
8240.85,110.9,72,2,1,2,2,1,0,1,1
4266.4,77.75,55,0,1,0,0,0,2,1,1
1077.5,26.2,40,0,2,1,1,0,1,2,1
1115.6,19.9,57,2,0,1,1,0,1,2,0
79.05,79.05,1,0,2,0,0,1,0,1,1
95.0,95.0,1,0,2,2,0,1,0,1,1
25.2,25.2,1,0,3,0,0,0,0,0,0
4079.55,80.85,52,1,2,0,0,1,2,0,1
4187.75,98.4,41,0,2,0,0,1,0,1,1
2391.15,56.35,43,1,3,0,0,1,0,0,1
890.5,19.3,47,2,0,1,1,0,1,2,0
137.25,50.4,3,0,0,0,0,1,0,0,0
5154.6,79.4,66,2,1,2,2,1,2,0,0
3119.9,55.25,55,2,1,0,2,1,0,0,1
529.5,19.1,29,1,3,1,1,1,1,2,0
966.55,84.05,12,0,2,0,0,0,0,1,1
6936.85,105.2,66,0,2,0,0,0,2,1,1
3496.3,101.4,35,0,2,0,0,1,0,1,1
914.3,89.8,10,0,2,0,0,1,0,1,1
1929.0,75.75,27,0,0,0,0,1,0,1,1
5817.7,95.3,58,0,2,0,2,0,0,1,1
6110.2,109.75,54,2,0,2,2,1,2,1,0
178.8,19.85,9,0,3,1,1,1,1,2,0
28.3,19.3,2,1,1,1,1,1,1,2,0
435.0,69.1,6,0,2,0,0,1,0,1,1
2351.8,91.25,26,0,2,0,0,0,0,1,1
186.15,20.25,9,0,3,1,1,0,1,2,0
445.85,54.75,8,0,3,0,0,1,2,0,1
912.0,81.45,12,0,2,0,0,1,0,1,1
679.55,49.1,15,0,2,0,0,0,0,0,1
3581.6,80.2,43,1,2,2,0,1,0,0,1
4222.95,100.3,42,0,2,0,2,1,0,1,1
1994.3,65.25,31,0,1,2,2,0,0,0,0
5930.05,90.95,66,2,1,2,2,0,0,1,1
1505.85,85.45,18,0,2,0,2,0,2,1,1
20.0,20.0,1,0,3,1,1,1,1,2,0
5638.3,94.1,61,2,2,0,2,1,2,1,1
797.25,79.85,10,0,2,0,0,1,2,1,0
71.65,71.65,1,0,2,0,0,1,0,1,1
1359.45,73.55,18,0,2,0,0,0,2,1,1
2542.45,104.65,24,0,2,0,0,1,2,1,1
54.7,19.3,3,0,3,1,1,0,1,2,0
989.05,20.15,50,1,1,1,1,1,1,2,0
44.55,44.55,1,0,2,0,0,1,0,0,0
87.3,54.45,2,0,3,2,2,1,0,0,1
351.55,19.65,17,1,0,1,1,1,1,2,1
7297.75,105.0,69,2,2,0,0,1,2,1,1
6301.7,88.7,72,2,1,2,2,1,2,0,1
210.3,74.25,3,0,2,0,0,0,0,1,1
3822.45,75.15,50,2,0,2,0,1,2,0,1
1048.45,20.25,53,2,3,1,1,0,1,2,0
6393.65,109.1,58,2,1,2,2,0,2,1,1
1489.3,30.75,46,1,0,2,0,1,0,0,1
8061.5,112.9,72,0,1,2,2,1,2,1,1
74.2,74.2,1,0,2,0,0,0,0,1,1
518.75,94.05,6,0,3,0,0,0,2,1,1
5763.15,78.85,72,2,0,2,2,1,2,0,0
238.5,55.3,4,0,3,0,0,1,0,0,1
1031.7,19.35,52,2,3,1,1,0,1,2,0
34.8,20.45,2,1,3,1,1,0,1,2,0
1319.95,19.35,65,2,0,1,1,0,1,2,0
4388.4,101.0,43,0,2,0,0,1,2,1,1
420.2,100.2,4,0,2,0,0,1,2,1,1
2177.45,89.05,25,1,2,2,0,1,0,1,1
3950.85,78.65,51,1,1,0,2,0,2,0,1
827.05,74.75,12,0,0,0,0,1,0,0,0
3913.3,70.1,57,1,0,2,0,0,0,0,1
533.5,19.9,24,1,3,1,1,0,1,2,0
3756.45,58.35,64,1,0,0,2,0,0,0,0
443.9,105.65,4,1,2,0,2,0,2,1,1
2599.95,100.5,26,0,0,0,0,0,0,1,1
284.3,20.05,15,0,3,1,1,0,1,2,0
1740.8,25.65,64,2,1,1,1,1,1,2,0
3436.1,96.5,36,0,2,0,0,1,2,1,1
2462.55,95.0,27,0,1,0,0,0,0,1,0
